id,country,x,y,cone,asrank,angle,r,cone_map
1764,AT,1113.6421316265494,454.3211658298959,364,129,15.5964692975864,169.89791974718466,5.911747947597602
38195,AU,810.5705561495761,402.2534097070966,360,130,144.967739576826,170.27908188126702,5.922767342847213
202984,RU,1081.1357590337009,391.0786537544843,358,131,39.7130181632726,170.4712496736045,5.928322912691815
34984,TR,1096.72503539492,413.02232268645207,357,132,30.6591953049172,170.56773540884052,5.931112314779393
31042,RS,1109.9629921149262,440.5171482380181,356,133,20.3978439892579,170.66449103459652,5.933909519400455
35280,FR,976.4356979586979,668.7028450420905,355,134,-81.0941864961083,170.76151806498774,5.936714570328063
2764,AU,807.7617089386034,405.3374189371265,354,135,146.355397704047,170.8588180269069,5.939527511704679
5617,PL,1111.2974943180816,443.3501416621056,353,136,19.3519637190918,170.95639246016813,5.9423483880463195
23764,CN,927.7230845052118,330.1048011551628,349,137,97.4700930844487,171.3494661634191,5.953712146696635
53087,BR,1083.8799846517938,607.2602440170793,347,139,-38.7005606730801,171.54769085291701,5.95944282140562
6128,US,997.8400412048317,664.9496359734427,345,140,-73.8263521372272,171.74705805413745,5.96520652612237
6774,BE,1099.2509252045556,414.6177305171126,343,141,29.7726630137841,171.94758101370388,5.971003643806696
