source,target,rel,type
33891,32787,-1,ipv6
33891,37100,0,ipv6
33891,37468,0,ipv6
33891,41095,0,ipv6
33891,52320,0,ipv6
33891,58453,0,ipv6
33891,132602,0,ipv6
35598,37100,0,ipv6
35598,37468,0,ipv6
35598,50509,0,ipv6
35598,52320,0,ipv6
35598,58453,0,ipv6
37100,13335,-1,ipv6
37100,37468,0,ipv6
37100,41095,0,ipv6
37100,52320,0,ipv6
37100,57304,0,ipv6
37100,58453,0,ipv6
37100,58717,0,ipv6
37100,262589,0,ipv6
37468,13335,-1,ipv6
37468,41095,0,ipv6
37468,52320,0,ipv6
37468,52468,0,ipv6
37468,53062,-1,ipv6
37468,57304,0,ipv6
37468,58453,0,ipv6
37468,58717,0,ipv6
37468,132602,0,ipv6
37468,262589,-1,ipv6
41095,52320,0,ipv6
52320,7738,-1,ipv6
52320,52468,-1,ipv6
52320,53013,0,ipv6
52320,53062,0,ipv6
52320,58453,0,ipv6
52320,58717,0,ipv6
52320,262589,0,ipv6
52468,53013,0,ipv6
52468,53062,0,ipv6
57304,1031,-1,ipv6
57304,1273,-1,ipv6
57304,3216,-1,ipv6
57304,4637,-1,ipv6
57304,4826,-1,ipv6
57304,5511,-1,ipv6
57304,6453,-1,ipv6
57304,6830,-1,ipv6
57304,7473,-1,ipv6
57304,7713,-1,ipv6
57304,9121,-1,ipv6
57304,9304,-1,ipv6
57304,9498,-1,ipv6
57304,12956,-1,ipv6
57304,13335,-1,ipv6
57304,13786,-1,ipv6
57304,20485,-1,ipv6
57304,32787,-1,ipv6
57304,52320,-1,ipv6
57304,58453,-1,ipv6
58453,8529,-1,ipv6
262589,53062,-1,ipv6
